Id,Serial number,device_code,device_name_en,device_name_fr,Model,Status,Facility code,Facility name_en,Facility name_fr,Department,Department_name_en,Department_name_fr,Room,Manufacturer code,Manufacturer name,Manufacture date,Supplier,Supplier name,Supply date,Cost,Currency,Donor,Obsolete,Warranty start,Warranty period (Months)
3940,0506092,18264,"Centrifuges, Tabletop, Low-Speed","Centrifuges, Tabletop, Low-Speed",DSC156T,UNDERMAINTENANCE,174,Rubengera CS,Rubengera CS,Laboratory,Laboratory,Laboratory,laboratory room,Digi,DIGISYSTEM,n/a,n/a,n/a,2007-08-22 00:00:00.0,n/a,n/a,ICAP,false,n/a,n/a
3939,n/a,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",n/a,OPERATIONAL,174,Rubengera CS,Rubengera CS,Laboratory,Laboratory,Laboratory,laboratory room,novex,NOVEX,n/a,n/a,n/a,2006-06-16 00:00:00.0,n/a,n/a,ICAP,false,n/a,n/a
3938,7A07756,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",CX21FS1,UNDERMAINTENANCE,174,Rubengera CS,Rubengera CS,Laboratory,Laboratory,Laboratory,laboratory room,Olympus,Olympus,n/a,n/a,n/a,2016-06-16 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3937,n/a,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",KI300FF,OPERATIONAL,174,Rubengera CS,Rubengera CS,Preventive services,Preventive services,Preventive services,vaccination room,Kelvinator,Kelvinator,n/a,n/a,n/a,2006-06-16 00:00:00.0,n/a,n/a,ICAP,false,n/a,n/a
3936,2060663,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",RCW 42EK,OPERATIONAL,174,Rubengera CS,Rubengera CS,Preventive services,Preventive services,Preventive services,Vaccination room,Electrolux,Electrolux,n/a,n/a,n/a,2006-06-16 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3935,n/a,16817,"Analyzers, Laboratory, Hematology, Blood Grouping, Automated","Analyzers, Laboratory, Hematology, Blood Grouping, Automated",425740,OPERATIONAL,174,Rubengera CS,Rubengera CS,Laboratory,Laboratory,Laboratory,laboratory room,QBC,QBC,n/a,n/a,n/a,2006-06-16 00:00:00.0,n/a,n/a,ICAP,false,n/a,n/a
3934,514290008,18264,"Centrifuges, Tabletop, Low-Speed","Centrifuges, Tabletop, Low-Speed",425740,OPERATIONAL,174,Rubengera CS,Rubengera CS,Laboratory,Laboratory,Laboratory,laboratory room,QBC,QBC,n/a,n/a,n/a,2006-04-12 00:00:00.0,n/a,n/a,ICAP,false,n/a,n/a
3933,600868,15551,"Analyzers, Laboratory, Clinical Chemistry","Analyzers, Laboratory, Clinical Chemistry",18200,OPERATIONAL,174,Rubengera CS,Rubengera CS,Laboratory,Laboratory,Laboratory,laboratory room,Human,Human,n/a,n/a,n/a,2007-08-17 00:00:00.0,n/a,n/a,ICAP,false,n/a,n/a
3932,n/a,18264,"Centrifuges, Tabletop, Low-Speed","Centrifuges, Tabletop, Low-Speed",CH90-2,OPERATIONAL,174,Rubengera CS,Rubengera CS,Laboratory,Laboratory,Laboratory,laboratory room,Michiels,Michiels,n/a,n/a,n/a,2007-08-08 00:00:00.0,n/a,n/a,ICAP,false,n/a,n/a
3931,n/a,10208,Aspirators,Aspirators,n/a,OPERATIONAL,170,Mukungu CS,Mukungu CS,Surgery,Surgery,Surgery,Petit chirurgie,n/a,n/a,n/a,n/a,n/a,2009-12-17 00:00:00.0,n/a,n/a,UNFPA,false,n/a,n/a
3930,C221191,13739,"Sterilizing Units, Dry Heat","Sterilizing Units, Dry Heat",221,OPERATIONAL,170,Mukungu CS,Mukungu CS,Surgery,Surgery,Surgery,Petite chirurgie,Melag,Melag,n/a,n/a,n/a,2009-12-17 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3929,53400124,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",RF 270KE,FORDISPOSAL,170,Mukungu CS,Mukungu CS,Palliative Care Unit,Palliative Care Unit,Palliative Care Unit,vaccination room,Dometic,Dometic,n/a,n/a,n/a,2009-12-17 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3928,2060658,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",RCW 42EK,INSTOCK,170,Mukungu CS,Mukungu CS,Palliative Care Unit,Palliative Care Unit,Palliative Care Unit,vaccination room,Dometic,Dometic,n/a,n/a,n/a,2009-12-09 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3927,8410359,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",RCW 50EK,OPERATIONAL,170,Mukungu CS,Mukungu CS,Palliative Care Unit,Palliative Care Unit,Palliative Care Unit,vaccination room,Electrolux,Electrolux,n/a,n/a,n/a,2009-10-14 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3926,85 889,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",121,UNDERMAINTENANCE,170,Mukungu CS,Mukungu CS,Laboratory,Laboratory,Laboratory,laboratory room,Melag,Melag,n/a,n/a,n/a,n/a,n/a,n/a,ICAP,false,n/a,n/a
3925,n/a,15551,"Analyzers, Laboratory, Clinical Chemistry","Analyzers, Laboratory, Clinical Chemistry",70VBO357,OPERATIONAL,170,Mukungu CS,Mukungu CS,Laboratory,Laboratory,Laboratory,laboratory room,secom,SECOMAM,n/a,Michiels,Michiels,2006-11-16 00:00:00.0,n/a,n/a,ICAP,false,n/a,n/a
3924,200407390,15173,Laboratory Rotators,Laboratory Rotators,OD171,OPERATIONAL,170,Mukungu CS,Mukungu CS,Laboratory,Laboratory,Laboratory,laboratory room,n/a,n/a,n/a,Michiels,Michiels,2005-05-19 00:00:00.0,n/a,n/a,FHI,false,n/a,n/a
3923,0749013208,15146,"Analyzers, Laboratory, Hematology, Hemoglobin","Analyzers, Laboratory, Hematology, Hemoglobin",Hb 201,OPERATIONAL,170,Mukungu CS,Mukungu CS,Laboratory,Laboratory,Laboratory,laboratory room,n/a,n/a,n/a,n/a,n/a,2005-06-19 00:00:00.0,n/a,n/a,FHI,false,n/a,n/a
3922,4120039,18264,"Centrifuges, Tabletop, Low-Speed","Centrifuges, Tabletop, Low-Speed",425740,OPERATIONAL,170,Mukungu CS,Mukungu CS,Laboratory,Laboratory,Laboratory,laboratory room,Becton Dickson,Becton Dickson,n/a,Michiels,Michiels,2009-09-14 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3921,G8HY001078,17508,"Printers, Video","Printers, Video",P170B,OPERATIONAL,170,Mukungu CS,Mukungu CS,Laboratory,Laboratory,Laboratory,laboratory room,QBC,QBC,n/a,Michiels,Michiels,2009-09-14 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3920,4100021,16817,"Analyzers, Laboratory, Hematology, Blood Grouping, Automated","Analyzers, Laboratory, Hematology, Blood Grouping, Automated",429576,UNDERMAINTENANCE,170,Mukungu CS,Mukungu CS,Laboratory,Laboratory,Laboratory,laboratory room,Becton Dickson,Becton Dickson,n/a,Michiels,Michiels,2009-09-15 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3919,0506114,18264,"Centrifuges, Tabletop, Low-Speed","Centrifuges, Tabletop, Low-Speed",DSC156T,OPERATIONAL,170,Mukungu CS,Mukungu CS,Laboratory,Laboratory,Laboratory,laboratory room,Digi,DIGISYSTEM,n/a,n/a,n/a,2009-10-18 00:00:00.0,n/a,n/a,ICAP,false,n/a,n/a
3918,18,18264,"Centrifuges, Tabletop, Low-Speed","Centrifuges, Tabletop, Low-Speed",0508-1,OPERATIONAL,170,Mukungu CS,Mukungu CS,Laboratory,Laboratory,Laboratory,laboratory room,n/a,n/a,n/a,n/a,n/a,2009-08-09 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3917,1J80920,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",CX21FS1,OPERATIONAL,170,Mukungu CS,Mukungu CS,Laboratory,Laboratory,Laboratory,laboratory room,Olympus,Olympus,n/a,n/a,n/a,2012-03-04 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3915,n/a,13746,"Sterilizing Units, Steam","Sterilizing Units, Steam",800,OPERATIONAL,175,Rufungo CS,Rufungo CS,Laboratory,Laboratory,Laboratory,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3914,6200344,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",RCW50EK,OPERATIONAL,175,Rufungo CS,Rufungo CS,Preventive services,Preventive services,Preventive services,Vaccination room,Dometic,Dometic,n/a,n/a,n/a,2012-04-15 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3913,095944,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",XSZ-107BN,UNDERMAINTENANCE,175,Rufungo CS,Rufungo CS,Laboratory,Laboratory,Laboratory,laboratory room,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3912,n/a,15173,Laboratory Rotators,Laboratory Rotators,DSR-10,OPERATIONAL,175,Rufungo CS,Rufungo CS,Laboratory,Laboratory,Laboratory,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3911,n/a,23947,"Incubators, Laboratory, Shaker/Rotator","Incubators, Laboratory, Shaker/Rotator",n/a,OPERATIONAL,175,Rufungo CS,Rufungo CS,Laboratory,Laboratory,Laboratory,laboratory room,n/a,n/a,n/a,Michiels,Michiels,n/a,n/a,n/a,global fund,false,n/a,n/a
3910,0016388,18264,"Centrifuges, Tabletop, Low-Speed","Centrifuges, Tabletop, Low-Speed",1206,OPERATIONAL,175,Rufungo CS,Rufungo CS,Laboratory,Laboratory,Laboratory,laboratory room,n/a,n/a,n/a,Michiels,Michiels,2012-05-13 00:00:00.0,n/a,n/a,global fund,false,n/a,n/a
3909,7J06514,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",CX21FS1,OPERATIONAL,175,Rufungo CS,Rufungo CS,Laboratory,Laboratory,Laboratory,laboratory room,Olympus,Olympus,n/a,Michiels,Michiels,2012-06-10 00:00:00.0,n/a,n/a,global fund,false,n/a,n/a
3908,B1216,17741,"Analyzers, Laboratory, Hematology, Cell Counting, Automated","Analyzers, Laboratory, Hematology, Cell Counting, Automated",Poch-100i,OPERATIONAL,175,Rufungo CS,Rufungo CS,Laboratory,Laboratory,Laboratory,laboratory room,Sysmex,Sysmex,n/a,Michiels,Michiels,2012-06-10 00:00:00.0,n/a,n/a,global fund,false,n/a,n/a
3907,600863,15551,"Analyzers, Laboratory, Clinical Chemistry","Analyzers, Laboratory, Clinical Chemistry",18200,OPERATIONAL,175,Rufungo CS,Rufungo CS,Laboratory,Laboratory,Laboratory,laboratory room,Human,Human,n/a,Michiels,Michiels,2012-06-10 00:00:00.0,n/a,n/a,global fund,false,n/a,n/a
3906,11L-0655,13746,"Sterilizing Units, Steam","Sterilizing Units, Steam",LS-B75L,INSTOCK,175,Rufungo CS,Rufungo CS,Laboratory,Laboratory,Laboratory,n/a,Michiels,Michiels,n/a,Michiels,Michiels,2012-06-10 00:00:00.0,n/a,n/a,global fund,false,n/a,n/a
3905,40654,17157,"Refrigerators, Laboratory","Refrigerators, Laboratory",LAD0700M2CN1094,INSTOCK,175,Rufungo CS,Rufungo CS,Laboratory,Laboratory,Laboratory,n/a,Fiochetti,Fiochetti,n/a,Michiels,Michiels,2012-06-03 00:00:00.0,n/a,n/a,Globalfund,false,n/a,n/a
3904,1144013852,15146,"Analyzers, Laboratory, Hematology, Hemoglobin","Analyzers, Laboratory, Hematology, Hemoglobin",Hb 201,INSTOCK,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,n/a,n/a,n/a,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3903,GS10B-944,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",n/a,INSTOCK,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3902,1J81536,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",CX21FS1,INSTOCK,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,Olympus,Olympus,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3901,8490362,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",RCW 50EK,OPERATIONAL,172,Musango CS,Musango CS,Preventive services,Preventive services,Preventive services,n/a,Dometic,Dometic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3900,33500004,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",RKE-10,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,Sibir,Sibir,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3899,B1218,17741,"Analyzers, Laboratory, Hematology, Cell Counting, Automated","Analyzers, Laboratory, Hematology, Cell Counting, Automated",Poch-100i,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,Sysmex,Sysmex,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3898,11643511J,15136,Distilling Units,Distilling Units,2004,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,GMBH,Gesellschaft fur laboratechnik mbh,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3897,11L-0667,13739,"Sterilizing Units, Dry Heat","Sterilizing Units, Dry Heat",LS-B75L,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,Michiels,Michiels,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3896,0630013944,15146,"Analyzers, Laboratory, Hematology, Hemoglobin","Analyzers, Laboratory, Hematology, Hemoglobin",Hb 201,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3895,9A0059,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",CHD,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,Olympus,Olympus,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3894,7J06157,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",CX21FS1,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,Olympus,Olympus,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3893,1E85243,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",CX21FS1,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,Olympus,Olympus,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3892,n/a,23947,"Incubators, Laboratory, Shaker/Rotator","Incubators, Laboratory, Shaker/Rotator",DRS-10,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,n/a,n/a,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3891,00116332,18264,"Centrifuges, Tabletop, Low-Speed","Centrifuges, Tabletop, Low-Speed",1206,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,rotofix,ROTOFIX,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3890,141452,18449,"Balances, Electronic, Analytic","Balances, Electronic, Analytic",EU-C LCD,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,gib,GIBERTINI,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3889,n/a,16384,"Mixers, Blood Tube","Mixers, Blood Tube",n/a,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,n/a,n/a,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3888,564335,14429,Water Bath Circulators,Water Bath Circulators,00-E,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,laboratory room,n/a,n/a,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3887,40622,17157,"Refrigerators, Laboratory","Refrigerators, Laboratory",LAD0700M2CN1094,OPERATIONAL,172,Musango CS,Musango CS,Laboratory,Laboratory,Laboratory,Laboratory Room,Fiochetti,Fiochetti,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3886,080/0001,12873,Oxygen Concentrators,Oxygen Concentrators,n/a,OPERATIONAL,462,Kiziba Camp CS,Kiziba Camp CS,Maternity,Maternity,n/a,maternity room,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3885,080/0005,12873,Oxygen Concentrators,Oxygen Concentrators,LFY-I-5E,UNDERMAINTENANCE,462,Kiziba Camp CS,Kiziba Camp CS,Maternity,Maternity,n/a,Maternity room,Long Fellow,Long Fellow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3884,n/a,18376,"Tables, Operating, Spinal","Tables, Operating, Spinal",n/a,OPERATIONAL,462,Kiziba Camp CS,Kiziba Camp CS,Dentistry,Dentistry,Dentistry,dentistry room,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3883,086,16142,"Sterilizing Units, Steam, Tabletop","Sterilizing Units, Steam, Tabletop",LS-B50L,OPERATIONAL,462,Kiziba Camp CS,Kiziba Camp CS,Dentistry,Dentistry,Dentistry,dentistry room,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3882,4711295004,10792,"Chairs, Examination/Treatment, Dentistry","Chairs, Examination/Treatment, Dentistry",n/a,OPERATIONAL,462,Kiziba Camp CS,Kiziba Camp CS,Dentistry,Dentistry,Dentistry,dentistry room,Gnatus,Gnatus,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3881,6200312,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",RCW 50EK,OPERATIONAL,462,Kiziba Camp CS,Kiziba Camp CS,Preventive services,Preventive services,Preventive services,Vaccination room,Dometic,Dometic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3880,361425,18264,"Centrifuges, Tabletop, Low-Speed","Centrifuges, Tabletop, Low-Speed",C-60,UNDERMAINTENANCE,462,Kiziba Camp CS,Kiziba Camp CS,Laboratory,Laboratory,Laboratory,Laboratory Room,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3879,514450020,18264,"Centrifuges, Tabletop, Low-Speed","Centrifuges, Tabletop, Low-Speed",425740,OPERATIONAL,462,Kiziba Camp CS,Kiziba Camp CS,Laboratory,Laboratory,Laboratory,laboratory room,QBC,QBC,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3878,n/a,23947,"Incubators, Laboratory, Shaker/Rotator","Incubators, Laboratory, Shaker/Rotator",n/a,OPERATIONAL,462,Kiziba Camp CS,Kiziba Camp CS,Laboratory,Laboratory,Laboratory,laboratory room,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3877,504450020,16817,"Analyzers, Laboratory, Hematology, Blood Grouping, Automated","Analyzers, Laboratory, Hematology, Blood Grouping, Automated",429576,OPERATIONAL,462,Kiziba Camp CS,Kiziba Camp CS,Laboratory,Laboratory,Laboratory,Laboratory Room,QBC,QBC,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3876,G8HY002046,24061,"Computer-Aided Detection Systems, Image, Breast, Magnetic Resonance","Computer-Aided Detection Systems, Image, Breast, Magnetic Resonance",P170B,OPERATIONAL,462,Kiziba Camp CS,Kiziba Camp CS,Laboratory,Laboratory,Laboratory,n/a,QBC,QBC,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3875,1420,17750,"Cuvettes, Clinical Chemistry Analyzer","Cuvettes, Clinical Chemistry Analyzer",70VB0357,OPERATIONAL,462,Kiziba Camp CS,Kiziba Camp CS,Laboratory,Laboratory,Laboratory,Laboratory Room,Biomerieux,Biomerieux,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3874,DIN12876-3KL,14429,Water Bath Circulators,Water Bath Circulators,WNB 7,OPERATIONAL,462,Kiziba Camp CS,Kiziba Camp CS,Laboratory,Laboratory,Laboratory,Laboratory Room,Memmert,Memmert,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3873,waa07390006sa,25209,"Monitors, Physiologic, Vital Signs","Monitors, Physiologic, Vital Signs",PRO 1000,OPERATIONAL,436,Kibungo HD,Kibungo HD,Internal medicine,Internal medicine,Internal medicine,widery,General Electric,General Electric,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3872,waa07030022sa,25209,"Monitors, Physiologic, Vital Signs","Monitors, Physiologic, Vital Signs",pro1000,OPERATIONAL,436,Kibungo HD,Kibungo HD,Accidents & Emergencies,Accidents & Emergencies,Accidents & Emergencies,consultation,General Electric,General Electric,n/a,General Electric,General Electric,2009-08-21 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3871,91202665,13315,Refrigerators,Refrigerators,n/a,OPERATIONAL,436,Kibungo HD,Kibungo HD,Clinical support,Clinical support,Clinical support,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3870,NR-B22R2H,13315,Refrigerators,Refrigerators,NATIONAL,OPERATIONAL,436,Kibungo HD,Kibungo HD,Clinical support,Clinical support,Clinical support,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3869,20115078617,13315,Refrigerators,Refrigerators,n/a,OPERATIONAL,436,Kibungo HD,Kibungo HD,Clinical support,Clinical support,Clinical support,n/a,Dometic,Dometic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3868,8282392,13315,Refrigerators,Refrigerators,n/a,OPERATIONAL,436,Kibungo HD,Kibungo HD,Clinical support,Clinical support,Clinical support,n/a,Dometic,Dometic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3867,1230,20175,"Monitors, Bedside, Neurology, Electromyographic","Monitors, Bedside, Neurology, Electromyographic",HP,UNDERMAINTENANCE,14,CARAES Ndera HNR,CARAES Ndera HNR,Physiotherapy,Physiotherapy,Physiotherapy,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3865,426161694,26602,"Alarms, Equipment Temperature, Refrigerator/Freezer","Alarms, Equipment Temperature, Refrigerator/Freezer",dometic,OPERATIONAL,61,Kibilizi HD,Kibilizi HD,Gynecology & Obstetrics,Gynecology & Obstetrics,Gynecology & Obstetrics,chambre,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3864,42600173,26602,"Alarms, Equipment Temperature, Refrigerator/Freezer","Alarms, Equipment Temperature, Refrigerator/Freezer",sibir,OPERATIONAL,61,Kibilizi HD,Kibilizi HD,Clinical support,Clinical support,Clinical support,n/a,n/a,n/a,n/a,n/a,n/a,2007-10-01 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3863,447117,11659,"Masks, Eye, Phototherapy","Masks, Eye, Phototherapy",ARDON-AMELUX CFL,OPERATIONAL,61,Kibilizi HD,Kibilizi HD,Pediatrics,Pediatrics,Pediatrics,Neonathology,n/a,n/a,n/a,n/a,n/a,2007-10-01 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
3861,JE-DX23-,15016,"Aspirators, Emergency","Aspirators, Emergency",n/a,UNDERMAINTENANCE,3,CHK/CHUK HNR,CHK/CHUK HNR,Theatre,Operating theatre,Theatre,G1,Cami,Cami,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3860,7430,15016,"Aspirators, Emergency","Aspirators, Emergency",n/a,UNDERMAINTENANCE,3,CHK/CHUK HNR,CHK/CHUK HNR,Theatre,Operating theatre,Theatre,G2,Cami,Cami,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3859,New Hospivac 350,15016,"Aspirators, Emergency","Aspirators, Emergency",New Hospivac 350,OPERATIONAL,3,CHK/CHUK HNR,CHK/CHUK HNR,Theatre,Operating theatre,Theatre,G1,Cami,Cami,n/a,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
3858,79304-1,12883,Oxygen Generators,Oxygen Generators,AS115-2,OPERATIONAL,454,Nyamata HD,Nyamata HD,Theatre,Operating theatre,Theatre,3,Airsep,Airsep,n/a,General Electric,General Electric,n/a,n/a,n/a,n/a,false,n/a,n/a
3857,79814-1,12883,Oxygen Generators,Oxygen Generators,AS115-2,OPERATIONAL,454,Nyamata HD,Nyamata HD,Theatre,Operating theatre,Theatre,3,Airsep,Airsep,n/a,General Electric,General Electric,n/a,n/a,n/a,n/a,false,n/a,n/a
3856,n/a,16544,"Tables, Imaging, Radiographic","Tables, Imaging, Radiographic",n/a,OPERATIONAL,454,Nyamata HD,Nyamata HD,Medical Imaging,Medical Imaging,Medical Imaging,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3855,2906/0015,14498,"View Boxes, X-Ray","View Boxes, X-Ray",NHQ4V,OPERATIONAL,454,Nyamata HD,Nyamata HD,Medical Imaging,Medical Imaging,Medical Imaging,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3854,n/a,21084,"Dryers, X-Ray Film, Manual","Dryers, X-Ray Film, Manual",n/a,PARTIALLYOPERATIONAL,454,Nyamata HD,Nyamata HD,Medical Imaging,Medical Imaging,Medical Imaging,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3853,7068,15950,"X-Ray Film Processors, Automatic, Tabletop","X-Ray Film Processors, Automatic, Tabletop",9452/101,OPERATIONAL,454,Nyamata HD,Nyamata HD,Medical Imaging,Medical Imaging,Medical Imaging,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3852,50C03693C,23095,"Printers, Video, Monochromatic","Printers, Video, Monochromatic",Horzon GS,OPERATIONAL,454,Nyamata HD,Nyamata HD,Medical Imaging,Medical Imaging,Medical Imaging,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
3851,1789,17904,"Image Digitization Systems, Computed Radiography","Image Digitization Systems, Computed Radiography",CR35-X,OPERATIONAL,454,Nyamata HD,Nyamata HD,Medical Imaging,Medical Imaging,Medical Imaging,1,Agfa,Agfa,n/a,General Electric,General Electric,n/a,n/a,n/a,n/a,false,n/a,n/a
3850,393-07-059-652,13272,"Radiographic Units, Mobile","Radiographic Units, Mobile",TMX,OPERATIONAL,454,Nyamata HD,Nyamata HD,Medical Imaging,Medical Imaging,Medical Imaging,2,General Electric,General Electric,n/a,General Electric,General Electric,n/a,n/a,n/a,n/a,false,n/a,n/a
3849,GE10410,13267,Radiographic Units,Radiographic Units,A7610-21,UNDERMAINTENANCE,454,Nyamata HD,Nyamata HD,Medical Imaging,Medical Imaging,Medical Imaging,2,General Electric,General Electric,n/a,General Electric,General Electric,2009-10-01 00:00:00.0,n/a,n/a,GE,false,n/a,n/a
