device_code,device_name_en,include_in_MEMMS,observations,device_description_en,device_description_fr,device_name_fr
-14457,"Operating Scissors, Wound Debridement",No,Retired concept,,,
-14456,"Debridement Scissors, Surgical",No,Retired concept,,,
-14455,"Scissors, Suture",No,Retired concept,,,
-14454,Suture Scissors,No,Retired concept,,,
-14453,DeBakey Scissors,No,Retired concept,,,
-14452,Stitch Scissors,No,Retired concept,,,
-14451,"Scissors, Surgical, Ingrown Nail",No,Retired concept,,,
-14450,"Operating Scissors, Ingrown Nail",No,Retired concept,,,
-14449,Ingrown Nail Splitting Scissors,No,Retired concept,,,
-14447,Nose Clips,No,Retired concept,,,
-14446,Iris Scissors,No,Retired concept,,,
-14445,"Scissors, Operating",No,Retired concept,,,
-14444,Operating Scissors,No,Retired concept,,,
-14443,"Scissors, Vitrectomy",No,Retired concept,,,
-14442,Vitrectomy Scissors,No,Retired concept,,,
-14441,Heart Valve Tissue Scissors,No,Retired concept,,,
-14440,Cardiac Valve Tissue Scissors,No,Retired concept,,,
-14439,Abdominal Wall Surgical Scissors,No,Retired concept,,,
-14438,Gall Bladder Scissors,No,Retired concept,,,
-14437,"Scissors, Vascular",No,Retired concept,,,
-14436,Vascular Scissors,No,Retired concept,,,
-14435,"Scissors, Artery",No,Retired concept,,,
-14434,Artery Scissors,No,Retired concept,,,
-14433,Cartilage Scissors,No,Retired concept,,,
-14432,Dura Mater Scissors,No,Retired concept,,,
-14431,Shears,No,Retired concept,,,
-14430,Philadelphia Collars,No,Retired concept,,,
-14429,Diethrich Valve Scissors,No,Retired concept,,,
-14428,Mitral Valve Scissors,No,Retired concept,,,
-14427,Nasal Occlusion Clips,No,Retired concept,,,
-14426,Nasal Breathing Aids,No,Retired concept,,,
-14425,Fistula Surgery Scissors,No,Retired concept,,,
-14424,"Scissors, Abdominal Surgery",No,Retired concept,,,
-14423,Thoracic Cavity Surgery Scissors,No,Retired concept,,,
-14422,Middle Ear Surgery Saws,No,Retired concept,,,
-14420,Ampule Snappers,No,Retired concept,,,
-14419,Ampule Collars,No,Retired concept,,,
-14418,Ampule Breakers,No,Retired concept,,,
-14417,"Canisters, Aspirator Collection",No,Retired concept,,,
-14416,Surgeons Hand Scrub Brushes,No,Retired concept,,,
-14415,"Disks, Dental",No,Retired concept,,,
-14414,Dental Discs,No,Retired concept,,,
-14413,"Bottles, Drainage",No,Retired concept,,,
-14412,"Bottles, Hot/Cold Water",No,Retired concept,,,
-14411,"Feeding Bottles, Infant",No,Retired concept,,,
-14410,"Bottles, Infant Nursing",No,Retired concept,,,
-14409,"Pessaries, Therapeutic",No,Retired concept,,,
-14408,"Pessaries, Occlusive",No,Retired concept,,,
-14407,"Pessaries, Diaphragm",No,Retired concept,,,
-14406,Bandage Scissors,No,Retired concept,,,
-14405,Ophthalmic Surgery Scissors,No,Retired concept,,,
-14404,"Scissors, Eye",No,Retired concept,,,
-14403,Eye Surgery Scissors,No,Retired concept,,,
-14402,Corneoscleral Surgery Scissors,No,Retired concept,,,
-14401,"Scissors, Eye, Corneal",No,Retired concept,,,
-14400,Scleral Surgery Scissors,No,Retired concept,,,
-14399,Corneal Surgery Scissors,No,Retired concept,,,
-14398,Eye Enucleation Scissors,No,Retired concept,,,
-14397,"Scissors, Eye, Enucleation",No,Retired concept,,,
-14395,"Scissors, Eye, Iris",No,Retired concept,,,
-14394,Ophthalmic Suture Scissors,No,Retired concept,,,
-14393,"Scissors, Eye, Suture",No,Retired concept,,,
-14392,Eye Suture Scissors,No,Retired concept,,,
-14391,"Scissors, Nasal",No,Retired concept,,,
-14390,Nasal Surgery Scissors,No,Retired concept,,,
-14389,Rectum Surgery Scissors,No,Retired concept,,,
-14388,"Scissors, Rectal",No,Retired concept,,,
-14386,"Sutures, Catgut",No,Retired concept,,,
-14385,Cotton Sutures,No,Retired concept,,,
-14384,"Sutures, Cotton",No,Retired concept,,,
-14383,Linen Sutures,No,Retired concept,,,
-14382,"Sutures, Linen",No,Retired concept,,,
-14381,"Sutures, Stainless Steel, Multifilament",No,Retired concept,,,
-14380,"Sutures, Nylon",No,Retired concept,,,
-14379,Nylon Sutures,No,Retired concept,,,
-14378,"Sutures, Polyester",No,Retired concept,,,
-14377,Polyester Sutures,No,Retired concept,,,
-14376,Polyethylene Sutures,No,Retired concept,,,
-14375,"Sutures, Polyethylene",No,Retired concept,,,
-14374,"Sutures, Polyglycolic Acid",No,Retired concept,,,
-14373,Polyglycolic Acid Sutures,No,Retired concept,,,
-14372,Polypropylene Sutures,No,Retired concept,,,
-14371,"Sutures, Polypropylene",No,Retired concept,,,
-14370,"Sutures, Polypropylene Monofilament",No,Retired concept,,,
-14369,Silk Sutures,No,Retired concept,,,
-14368,"Sutures, Silk",No,Retired concept,,,
-14367,"Sutures, Stainless Steel",No,Retired concept,,,
-14366,"Bottles, Endoscopic Wash",No,Retired concept,,,
-14365,"Bottles, Sterile Solution",No,Retired concept,,,
-14363,"Vials, Medication",No,Retired concept,,,
-14362,Ice Maker/Dispensers,No,Retired concept,,,
-14361,"Sutures, Stainless Steel, Monofilament",No,Retired concept,,,
-14360,Rectum Fistula Surgery Scissors,No,Retired concept,,,
-14359,"Scissors, Fistula",No,Retired concept,,,
-14358,"Dental Discs, Abrasive",No,Retired concept,,,
-14357,"Disks, Abrasive",No,Retired concept,,,
-14356,"Abrasive Disks, Dental",No,Retired concept,,,
-14355,"Scissors, Tonsil",No,Retired concept,,,
-14354,Tonsil Surgery Scissors,No,Retired concept,,,
-14353,Tonsillectomy Scissors,No,Retired concept,,,
-14352,Medication Spray Bottles,No,Retired concept,,,
-14351,"Bottles, Medication Spray",No,Retired concept,,,
-14350,Polydioxanone Sutures,No,Retired concept,,,
-14349,"Sutures, Polydioxanone",No,Retired concept,,,
-14348,Medication Bottles,No,Retired concept,,,
-14347,"Bottles, Medicine",No,Retired concept,,,
-14346,Hemodialysis Dialysate Solutions,No,Retired concept,,,
-14345,Peritoneal Dialysis Solutions,No,Retired concept,,,
-14344,Polybutester Sutures,No,Retired concept,,,
-14343,"Sutures, Polybutester",No,Retired concept,,,
-14342,Polyglyconate Sutures,No,Retired concept,,,
-14341,"Sutures, Polyglyconate",No,Retired concept,,,
-14340,Transparent Adhesive Dressings,No,Retired concept,,,
-14339,"Dressings, Transparent Film",No,Retired concept,,,
-14338,Transparent Film Dressings,No,Retired concept,,,
-14337,Polytetrafluoroethylene (PTFE) Sutures,No,Retired concept,,,
-14336,"Sutures, Polytetrafluoroethylene",No,Retired concept,,,
-14335,Polyglactin Sutures,No,Retired concept,,,
-14334,"Sutures, Polyglactin",No,Retired concept,,,
-14333,"Vials, Scintillation",No,Retired concept,,,
-14332,"Bottles, Patient Feeding",No,Retired concept,,,
-14331,Multidose Drug Vial Adapters,No,Retired concept,,,
-14330,"Drug Utilization Information Systems, Clinical Pharmacy",No,Retired concept,,,
-14329,"Clinical Pharmacy Information Systems, Data Management",No,Retired concept,,,
-14328,"Information Systems, Pharmacy, Clinical",No,Retired concept,,,
-14327,"Information Systems, Drug Utilization, Clinical Pharmacy",No,Retired concept,,,
-14326,Clinical Pharmacy Data Management Systems,No,Retired concept,,,
-14325,"Ambulatory Care Information Systems, Data Management",No,Retired concept,,,
-14324,Ambulatory Care Data Management Systems,No,Retired concept,,,
-14323,"Bottles, Culture",No,Retired concept,,,
-14322,Pulmonary Stress Exercise Systems,No,Retired concept,,,
-14321,Tracking/Security/Identification Systems,No,Retired concept,,,
-14320,Security/Tracking/Identification Systems,No,Retired concept,,,
-14319,"Sutures, Poliglecaprone",No,Retired concept,,,
-14318,Polyglecaprone Sutures,No,Retired concept,,,
-14317,Poliglecaprone Sutures,No,Retired concept,,,
-14316,"Silicone Sheets, Scar/Keloid Inhibition",No,Retired concept,,,
-14315,"Scar/Keloid Inhibition Sheets, Foam, Silicone Gel",No,Retired concept,,,
-14314,"Foam Sheets, Dermal Wound, Silicone Gel",No,Retired concept,,,
-14313,"Silicone Gel, Scar/Keloid Inhibition",No,Retired concept,,,
-14312,"Silicone Gel, Dermal Wound",No,Retired concept,,,
-14311,"Silicone Sheet Cleansers, Scar/Keloid Inhibition",No,Retired concept,,,
-14310,Scar/Keloid Inhibition Silicone Sheet Cleansers,No,Retired concept,,,
-14309,"Bar-Coded Information Systems, Data Management",No,Retired concept,,,
-14304,Specimen Collection/Identification Bar-Code-Enabled Information Systems,No,Retired concept,,,
-14303,Scanning Laser Endoscopy Optical Microscopes,No,Retired concept,,,
-14302,Endoscopy Scanning Laser Optical Microscopes,No,Retired concept,,,
-14301,"Medication Storage Cabinets, Computerized",No,Retired concept,,,
-14300,"Video Colonoscopes, Confocal Laser Microscopy",No,Retired concept,,,
-14299,Confocal Laser Microscopy Video Colonoscopes,No,Retired concept,,,
-14298,Natural Sutures,No,Retired concept,,,
-14297,Chromic Catgut Sutures,No,Retired concept,,,
-14296,"Sutures, Chromic Gut",No,Retired concept,,,
-14295,Chromic Gut Sutures,No,Retired concept,,,
-14294,"Catgut Sutures, Chromic",No,Retired concept,,,
-14293,Synthetic Sutures,No,Retired concept,,,
-14292,"Sutures, Poly (Hexafluoropropylene-Vinylidene)",No,Retired concept,,,
-14291,Poly (Hexafluoropropylene-Vinylidene) Sutures,No,Retired concept,,,
-14290,"Sutures, Polyvinylidene Fluoride (PVDF)",No,Retired concept,,,
-14289,Polyvinylidene Fluoride (PVDF) Sutures,No,Retired concept,,,
-14288,Titanium Sutures,No,Retired concept,,,
-14287,"Sutures, Titanium",No,Retired concept,,,
-14286,Prosthetic Material Dental Scissors,No,Retired concept,,,
-14285,Gum Surgery Scissors,No,Retired concept,,,
-14284,Surgical Scissors,No,Retired concept,,,
-14282,Capsulotomy Scissors,No,Retired concept,,,
-14281,Lens Capsule Surgery Scissors,No,Retired concept,,,
-14280,Eyelid Surgery Scissors,No,Retired concept,,,
-14279,Extraocular Muscle Surgery Scissors,No,Retired concept,,,
-14275,Endaural Surgery Scissors,No,Retired concept,,,
-14274,Middle Ear Surgery Scissors,No,Retired concept,,,
-14273,Ossicular Wire Prosthesis Scissors,No,Retired concept,,,
-14270,Nasal Turbinate Surgery Scissors,No,Retired concept,,,
-14269,Turbinate Surgery Scissors,No,Retired concept,,,
-14268,Nasal Septum Surgery Scissors,No,Retired concept,,,
-14266,Paranasal Sinus Surgery Scissors,No,Retired concept,,,
-14265,Nasal Sinus Surgery Scissors,No,Retired concept,,,
-14264,Facelift Scissors,No,Retired concept,,,
-14263,Laryngeal Surgery Scissors,No,Retired concept,,,
-14262,Laryngeal Endoscopic Surgery Scissors,No,Retired concept,,,
-14261,Bronchus Endoscopic Scissors,No,Retired concept,,,
-14260,Bronchoscopic Scissors,No,Retired concept,,,
-14259,Hypophysectomy Scissors,No,Retired concept,,,
-14258,Pituitary Gland Surgery Scissors,No,Retired concept,,,
-14257,"Scissors, Surgical, Cardiac Tissue",No,Retired concept,,,
-14256,Cardiac Tissue Scissors,No,Retired concept,,,
-14255,Cardiac Minimally Invasive Surgery Scissors,No,Retired concept,,,
-14254,Heart Minimally Invasive Surgery Scissors,No,Retired concept,,,
-14250,Bowel Surgery Scissors,No,Retired concept,,,
-14249,Intestinal Surgery Scissors,No,Retired concept,,,
-14248,Laparoscopic Surgery Scissors,No,Retired concept,,,
-14247,Laparoscopic Surgery Hooking Jaw Scissors,No,Retired concept,,,
-14246,Hooking Jaw Laparoscopic Scissors,No,Retired concept,,,
-14244,Biliary Duct Surgical Scissors,No,Retired concept,,,
-14243,Spinal Surgery Scissors,No,Retired concept,,,
-14241,Urinary Tract Endoscopic Scissors,No,Retired concept,,,
-14240,Uterine Surgery Scissors,No,Retired concept,,,
-14239,Hysterectomy Scissors,No,Retired concept,,,
-14238,Uterine Parametrium Surgery Scissors,No,Retired concept,,,
-14237,Episiotomy Scissors,No,Retired concept,,,
-14232,Endarterectomy Scissors,No,Retired concept,,,
-14227,Arthroscopic Scissors,No,Retired concept,,,
-14225,Tenotomy Scissors,No,Retired concept,,,
-14224,Tendon Surgery Scissors,No,Retired concept,,,
-14223,Wire Cutting Surgical Scissors,No,Retired concept,,,
-14222,Umbilical Cord Scissors,No,Retired concept,,,
-14221,Wound Debridement Scissors,No,Retired concept,,,
-14220,Postmortem Scissors,No,Retired concept,,,
-14219,Cast Scissors,No,Retired concept,,,
-14218,Finger Nail/Cuticle Scissors,No,Retired concept,,,
-14217,Toe Nail Scissors,No,Retired concept,,,
-14216,"Automation Systems, Medication Dispensing, Ambulatory Care",No,Retired concept,,,
-14215,"Outpatient Pharmacy Automation Systems, Medication Dispensing",No,Retired concept,,,
-14214,"Ambulatory Care Pharmacy Automation Systems, Medication Dispensing",No,Retired concept,,,
-14213,Microscopy Image Digitization Systems,No,Retired concept,,,
-14212,Confocal Scanning Laser Microscopy Image Digitization Systems,No,Retired concept,,,
-14211,"Sutures, Plain Gut",No,Retired concept,,,
-14210,Plain Gut Sutures,No,Retired concept,,,
-14209,"Sutures, Iodized",No,Retired concept,,,
-14208,"Sutures, Sternotomy",No,Retired concept,,,
-14207,"Sutures, Monocryl",No,Retired concept,,,
-14206,"Sutures, Polyglycolide",No,Retired concept,,,
-14205,"Sutures, Monofilament",No,Retired concept,,,
-14204,"Sutures, Twisted",No,Retired concept,,,
-14203,"Sutures, Braided",No,Retired concept,,,
-14202,"Sutures, Multifilament",No,Retired concept,,,
-14201,"Sutures, Non-Biodegradable",No,Retired concept,,,
-14200,"Dressings, Semi-Occlusive",No,Retired concept,,,
-14199,Semi-Occlusive Dressings,No,Retired concept,,,
-14198,Silicone Sheet Cleansers,No,Retired concept,,,
-14197,Pharmacy Management Systems,No,Retired concept,,,
-14196,Pharmacy Computer Systems,No,Retired concept,,,
-14195,Pharmacy Information Systems,No,Retired concept,,,
-14194,Drug Information Systems,No,Retired concept,,,
-14193,Clinical Pharmacy Computer Systems,No,Retired concept,,,
-14192,"Information Systems, Ambulatory Care",No,Retired concept,,,
-14191,Ambulatory Care Computer Systems,No,Retired concept,,,
-14190,Patient Data Management Systems,No,Retired concept,,,
-14189,"Scissors, Tissue Dissection",No,Retired concept,,,
-14188,Tissue Dissection Scissors,No,Retired concept,,,
-14187,Dissecting Scissors,No,Retired concept,,,
-14186,Phosphorylcholine-Coated Coronary Stents,No,Retired concept,,,
-14185,"Scissors, Eye, Tenotomy",No,Retired concept,,,
-14184,Cuticle Scissors,No,Retired concept,,,
-14183,Finger Nail Scissors,No,Retired concept,,,
-14182,Nail Scissors,No,Retired concept,,,
-14181,Autopsy Scissors,No,Retired concept,,,
-14180,Postmortem Dissection Scissors,No,Retired concept,,,
-14179,Stitch Removal Surgical Scissors,No,Retired concept,,,
-14178,Suture Cutting Surgical Scissors,No,Retired concept,,,
-14177,"Scissors, Orthopedic",No,Retired concept,,,
-14176,Fetal Decapitation Scissors,No,Retired concept,,,
-14175,"Scissors, Gynecological",No,Retired concept,,,
-14174,"Scissors, Surgical, Urinary Tract",No,Retired concept,,,
-14173,"Scissors, Thoracic",No,Retired concept,,,
-14172,"Scissors, Cardiovascular",No,Retired concept,,,
-14171,Adventitia Scissors,No,Retired concept,,,
-14170,"Scissors, Thoracic Surgery",No,Retired concept,,,
-14169,Abdominal Cavity Surgery Scissors,No,Retired concept,,,
-14168,Bronchus Scissors,No,Retired concept,,,
-14167,"Scissors, Endoscopic",No,Retired concept,,,
-14166,Microsurgery Scissors,No,Retired concept,,,
-14165,Strabismus Scissors,No,Retired concept,,,
-14164,Blepharoplasty Scissors,No,Retired concept,,,
-14163,Neurological Scissors,No,Retired concept,,,
-14162,"Scissors, Neurosurgical",No,Retired concept,,,
-14161,Compression Dressings/Bandages,No,Retired concept,,,
-14160,Negative Pressure Dressings,No,Retired concept,,,
-14159,Elastoplast Bandages,No,Retired concept,,,
-14158,Oxygen Cylinder Backpacks,No,Retired concept,,,
-14157,Incontinence Pessaries,No,Retired concept,,,
-14156,Hodge Pessaries,No,Retired concept,,,
-14155,Donut Pessaries,No,Retired concept,,,
-14154,Ring Pessaries,No,Retired concept,,,
-14153,Prolapse Pessaries,No,Retired concept,,,
-14152,Gehrung Pessaries,No,Retired concept,,,
-14151,Orthopedic Traction Hardware,No,Retired concept,,,
-14150,"Scissors, Dissecting",No,Retired concept,,,
-14149,Oral Surgery Scissors,No,Retired concept,,,
-14148,"Scissors, Plastic Surgery",No,Retired concept,,,
-14147,Pediatric Scissors,No,Retired concept,,,
-14146,"Scissors, Pediatric",No,Retired concept,,,
-14145,Cleansers,No,Retired concept,,,
-14144,Keloid Inhibition Silicone Sheet Cleansers,No,Retired concept,,,
-14143,Scar Inhibition Silicone Sheet Cleansers,No,Retired concept,,,
-14142,Keloid Prevention Silicone Gel,No,Retired concept,,,
-14141,Scar Prevention Silicone Gel,No,Retired concept,,,
-14140,Scar/Keloid Inhibition Gel,No,Retired concept,,,
-14139,"Ointment, Silicone Gel",No,Retired concept,,,
-14138,Silicone Gel Dressings,No,Retired concept,,,
-14137,Keloid Prevention Foam Sheets,No,Retired concept,,,
-14136,Keloid Prevention Silicone Gel Sheets,No,Retired concept,,,
-14135,Scar Prevention Foam Sheets,No,Retired concept,,,
-14134,Scar Prevention Silicone Gel Sheets,No,Retired concept,,,
-14133,Silicone Sheet/Foam Dressings,No,Retired concept,,,
-14132,Foam/Silicone Sheet Dressings,No,Retired concept,,,
-14131,Keloid Prevention Silicone Sheets,No,Retired concept,,,
-14130,Scar Prevention Silicone Sheets,No,Retired concept,,,
-14129,Scar/Keloid Inhibition Sheets,No,Retired concept,,,
-14128,Silicone Sheet Dressings,No,Retired concept,,,
-14127,"Scanning Laser Colonoscopes, Video",No,Retired concept,,,
-14126,"Sutures, Protective, Blunt",No,Retired concept,,,
-14125,Sternotomy Sutures,No,Retired concept,,,
-14124,Wire Sutures,No,Retired concept,,,
-14123,Suture Wires,No,Retired concept,,,
-14122,"Sutures, Silver",No,Retired concept,,,
-14121,Polyamide Sutures,No,Retired concept,,,
-14120,"Sutures, Teflon",No,Retired concept,,,
-14119,Teflon Sutures,No,Retired concept,,,
-14118,Mersilene Sutures,No,Retired concept,,,
-14117,Dacron Sutures,No,Retired concept,,,
-14116,Hemodialysis Dialysate Conductivity Meters,No,Retired concept,,,
-14115,Monocryl Sutures,No,Retired concept,,,
-14114,Polyglycolide Sutures,No,Retired concept,,,
-14113,Monofilament Sutures,No,Retired concept,,,
-14112,"Sutures, Absorbable",No,Retired concept,,,
-14111,Twisted Sutures,No,Retired concept,,,
-14110,Braided Sutures,No,Retired concept,,,
-14109,Multifilament Sutures,No,Retired concept,,,
-14108,Non-Biodegradable Sutures,No,Retired concept,,,
-14107,"Sutures, Nonabsorbable",No,Retired concept,,,
-14106,Nonabsorbable Sutures,No,Retired concept,,,
-14105,"Sutures, Biodegradable",No,Retired concept,,,
-14104,Absorbable Sutures,No,Retired concept,,,
-14103,Biodegradable Sutures,No,Retired concept,,,
-14102,"Sutures, Natural, Absorbable",No,Retired concept,,,
-14101,"Sutures, Collagen",No,Retired concept,,,
-14100,"Sutures, Surgical",No,Retired concept,,,
-14099,Surgical Sutures,No,Retired concept,,,
-14098,Microsurgery Saws,No,Retired concept,,,
-14096,Vials,No,Retired concept,,,
-14095,Disks,No,Retired concept,,,
-14094,Bottles,No,Retired concept,,,
-14093,PICC Lines,No,Retired concept,,,
-14092,Peripherally-Inserted Central Catheters (PICCs),No,Retired concept,,,
-14091,PICC Line Securement Devices,No,Retired concept,,,
-14090,J-Loop Securement Kits,No,Retired concept,,,
-14089,IV Securement Kits,No,Retired concept,,,
-14087,Vascular Sequential Compression Devices (SCDs),No,Retired concept,,,
-14086,"Luer Plugs, Vascular Access",No,Retired concept,,,
-14085,"Adapter Plugs, Vascular Access",No,Retired concept,,,
-14084,Surgical Valve Sizing Instruments,No,Retired concept,,,
-14083,Arterial Line Continuous Catheter Flush Valves,No,Retired concept,,,
-14082,"Vascular Coils, Embolization",No,Retired concept,,,
-14081,External Pneumatic Compression (EPC) Units,No,Retired concept,,,
-14080,Cardiac Pacemaker Generators,No,Retired concept,,,
-14079,"Defibrillators, Monophasic, Implantable",No,Retired concept,,,
-14078,"Defibrillators, Biphasic, Implantable",No,Retired concept,,,
-14076,"Defibrillators, Monophasic, External",No,Retired concept,,,
-14075,"Defibrillators, Biphasic, External",No,Retired concept,,,
-14073,"Controllers, Noninvasive Ventilator",No,Retired concept,,,
-14072,"Ophthalmic Implants, Orbital Floor",No,Retired concept,,,
-14071,Orbital Wall/Floor Implants,No,Retired concept,,,
-14070,Orbital Implants,No,Retired concept,,,
-14068,Sorters,No,Retired concept,,,
-14066,"Wristlets, Identification",No,Retired concept,,,
-14065,"Identification Bands, Patient",No,Retired concept,,,
-14064,Surgical Instrument Tip Protectors,No,Retired concept,,,
-14063,"Tip Guards, Surgical Instrument",No,Retired concept,,,
-14061,"Printers, Laser, Black",No,Retired concept,,,
-14059,Medical/Surgical Bedside Rails,No,Retired concept,,,
-14058,Surgical Gowns,No,Retired concept,,,
-14057,Surgical Towels,No,Retired concept,,,
-14056,Isolation Gowns,No,Retired concept,,,
-14055,Autopsy Chisels,No,Retired concept,,,
-14054,"Chisels, Autopsy",No,Retired concept,,,
-14053,Surgical Bone Biopsy Trephines,No,Retired concept,,,
-14052,"Chisels, Periodontal",No,Retired concept,,,
-14051,Surgical Bone Hand Saws,No,Retired concept,,,
-14050,"Broaches, Surgical",No,Retired concept,,,
-14049,Periodontal Chisels,No,Retired concept,,,
-14047,"Carts, Computer",No,Retired concept,,,
-14046,Surgical Broaches,No,Retired concept,,,
-14045,"Punches, Foley Catheter",No,Retired concept,,,
-14044,Surgical Bone Cutting Forceps,No,Retired concept,,,
-14043,Foley Catheter Tip Punches,No,Retired concept,,,
-14042,"Splash Guards, Face",No,Retired concept,,,
-14041,In Vitro Diagnostic (IVD) Reagents,No,Retired concept,,,
-14040,IVD (In Vitro Diagnostic) Reagents,No,Retired concept,,,
-14039,"Reagents, Serology, Virus, Heterophile (Infectious Mononucleosis)",No,Retired concept,,,
-14038,Blastomyces Detection/Identification Reagents,No,Retired concept,,,
-14037,"Reagents, Serology, Bacteria, Rickettsia, Antibody",No,Retired concept,,,
-14036,"Reagents, Serology, Bacteria, Leptospira, Antibody",No,Retired concept,,,
-14035,"Syringe Splash Guards, Wound Irrigation",No,Retired concept,,,
-14034,"Reagents, Molecular Assay, Infection, Virus, Retrovirus, HIV, P24 Protein",No,Retired concept,,,
-14033,"Reagents, Serology, Virus, Cytomegalovirus, Antigen",No,Retired concept,,,
-14030,"Reagents, Molecular Assay, Infection, Virus, Hepatitis Be",No,Retired concept,,,
-14029,Antimicrobial-Resistant Bacteria Detection/Identification Reagents,No,Retired concept,,,
-14028,"Reagents, Molecular Assay, Infection, Virus, Hepatitis B, X Protein",No,Retired concept,,,
-14027,"Reagents, Microbiology, Virus, Identification, Epidemic Parotitis (Mumps)",No,Retired concept,,,
-14026,"Reagents, Microbiology, Bacteria, Identification, Haemophilus",No,Retired concept,,,
-14025,"Reagents, Serology, Parasite, Trematode, Antibody",No,Retired concept,,,
-14024,Cryptococcus Species Detection/Identification Reagents,No,Retired concept,,,
-14023,Bartonella quintana Detection/Identification Reagents,No,Retired concept,,,
-14022,Bartonella henselae Detection/Identification Reagents,No,Retired concept,,,
-14021,Leptospira Species Antibody Detection Reagents,No,Retired concept,,,
-14020,"Stockinettes, Cast",No,Retired concept,,,
-14019,Gigli Saw Guides,No,Retired concept,,,
-14018,"Punches, Aortic",No,Retired concept,,,
-14017,Aortic Punches,No,Retired concept,,,
-14016,Biopsy Punches,No,Retired concept,,,
-14015,Corneoscleral Punches,No,Retired concept,,,
-14014,"Punches, Hair Transplant",No,Retired concept,,,
-14013,Hair Transplant Punches,No,Retired concept,,,
-14012,"Saws, Bone, Electrical",No,Retired concept,,,
-14011,"Saws, Bone, Pneumatic",No,Retired concept,,,
-14010,Postmortem Care Kits,No,Retired concept,,,
-14009,Cadaver Kits,No,Retired concept,,,
-14008,Corneoscleral Surgery Trephines,No,Retired concept,,,
-14007,"Microtrephines, Corneal",No,Retired concept,,,
-14006,"Trephines, Skull",No,Retired concept,,,
-14005,Skull Surgery Trephines,No,Retired concept,,,
-14004,Cranial Surgery Trephines,No,Retired concept,,,
-14003,Postmortem Saws,No,Retired concept,,,
-14002,"Dissection Saws, Postmortem",No,Retired concept,,,
-14001,"Saws, Autopsy",No,Retired concept,,,
-14000,Autopsy Saws,No,Retired concept,,,
-13999,"Sinks, Dissecting Station",No,Retired concept,,,
-13998,Dissecting Station Sinks,No,Retired concept,,,
-13997,Autopsy Station Sinks,No,Retired concept,,,
-13996,"Rubber Dam Punches, Dental",No,Retired concept,,,
-13995,"Scrub Stations, Surgical",No,Retired concept,,,
-13994,"Sinks, Examination Room",No,Retired concept,,,
-13993,Examination Room Sinks,No,Retired concept,,,
-13992,Laboratory Sinks,No,Retired concept,,,
-13991,Clinical Laboratory Sinks,No,Retired concept,,,
-13990,Surgical Scrub Sinks,No,Retired concept,,,
-13989,Portable Sinks,No,Retired concept,,,
-13988,Dissecting Stations,No,Retired concept,,,
-13987,Autopsy Stations,No,Retired concept,,,
-13986,"Glove Boxes, Anaerobic, Isolation",No,Retired concept,,,
-13985,Anaerobic Isolation Glove Boxes,No,Retired concept,,,
-13984,Spinal Surgery Punches,No,Retired concept,,,
-13983,Kitchen Sinks,No,Retired concept,,,
-13982,"Sinks, Food Service",No,Retired concept,,,
-13981,Food Service Sinks,No,Retired concept,,,
-13980,Janitorial/Housekeeping Service Sinks,No,Retired concept,,,
-13979,Biopsy Trephines,No,Retired concept,,,
-13978,Bone Biopsy Trephines,No,Retired concept,,,
-13977,Bone Marrow Biopsy Trephines,No,Retired concept,,,
-13976,Skin Biopsy Trephines,No,Retired concept,,,
-13975,Skin Neoplasm Excision Trephines,No,Retired concept,,,
-13974,Excisional Skin Biopsy Trephines,No,Retired concept,,,
-13973,Dermal Biopsy Trephines,No,Retired concept,,,
-13972,Surgical Trephines,No,Retired concept,,,
-13971,Eye Surgery Trephines,No,Retired concept,,,
-13970,"Trephines, Surgical, Ophthalmic",No,Retired concept,,,
-13969,Ophthalmic Surgery Trephines,No,Retired concept,,,
-13968,Chalazion Surgery Trephines,No,Retired concept,,,
-13967,Lacrimal Surgery Trephines,No,Retired concept,,,
-13966,Nasal Frontal Sinus Surgery Trephines,No,Retired concept,,,
-13965,Bone Harvesting Trephines,No,Retired concept,,,
-13964,Dental Trephines,No,Retired concept,,,
-13963,Silver Point/File Recovery Dental Trephines,No,Retired concept,,,
-13962,File/Silver Point Recovery Dental Trephines,No,Retired concept,,,
-13961,Dental Implant Removal Trephines,No,Retired concept,,,
-13960,Artificial Tooth Root Implantation Trephines,No,Retired concept,,,
-13959,Bone Biopsy Punches,No,Retired concept,,,
-13958,Pleural Biopsy Punches,No,Retired concept,,,
-13957,Dermal Biopsy Punches,No,Retired concept,,,
-13956,"Punches, Biopsy, Cervical",No,Retired concept,,,
-13955,Uterine Cervix Biopsy Punches,No,Retired concept,,,
-13954,Cervical Biopsy Punches,No,Retired concept,,,
-13953,Dental Punches,No,Retired concept,,,
-13952,Surgical Punches,No,Retired concept,,,
-13951,Bone Surgery Punches,No,Retired concept,,,
-13950,Bone Prosthesis/Graft Insertion Punches,No,Retired concept,,,
-13949,Bone Graft Insertion Punches,No,Retired concept,,,
-13948,Skull Punches,No,Retired concept,,,
-13947,Sternum Punches,No,Retired concept,,,
-13946,Tonsil Punches,No,Retired concept,,,
-13945,Middle Ear Surgery Punches,No,Retired concept,,,
-13944,Nasal Surgery Punches,No,Retired concept,,,
-13943,Adenoid Punches,No,Retired concept,,,
-13942,Paranasal Sinus Surgery Punches,No,Retired concept,,,
-13941,Ethmoid Bone Punches,No,Retired concept,,,
